656, 56620, 9
658, 56629, 9
66, 56638, 50
66.2, 56688, 10
662, 56698, 9
663, 56707, 10
67, 56717, 102
67.7, 56819, 10
670, 56829, 10
67391, 56839, 9
68, 56848, 59
680, 56907, 19
684, 56926, 10
688.3, 56936, 10
69, 56946, 76
692, 57022, 10
6th, 57032, 19
7, 57051, 523
7.0, 57574, 8
7.15, 57582, 9
7.19, 57591, 10
7.2, 57601, 9
7.27, 57610, 10
7.28, 57620, 10
7.3, 57630, 20
7.4, 57650, 20
7.48, 57670, 10
7.5, 57680, 40
7.6, 57720, 29
7.64, 57749, 9
7.75, 57758, 9
7.8, 57767, 20
7.9, 57787, 9
7.94, 57796, 10
70, 57806, 315
70.1, 58121, 10
700, 58131, 105
702, 58236, 9
70s, 58245, 43
71, 58288, 107
71.5, 58395, 9
71.8, 58404, 10
714, 58414, 8
715, 58422, 10
72, 58432, 108
72.47, 58540, 10
72.67, 58550, 10
72.70, 58560, 10
72.77, 58570, 10
722.1, 58580, 9
725, 58589, 20
726, 58609, 9
727, 58618, 13
729, 58631, 10
73, 58641, 143
73.30, 58784, 9
730, 58793, 20
732, 58813, 10
734, 58823, 10
737, 58833, 58
74, 58891, 111
74.8, 59002, 9
745, 59011, 19
746, 59030, 10
747, 59040, 64
75, 59104, 162
75.3, 59266, 9
750, 59275, 40
755, 59315, 10
757, 59325, 10
75th, 59335, 10
76, 59345, 67
76.39, 59412, 10
760, 59422, 19
767, 59441, 19
77, 59460, 75
77.0, 59535, 9
772, 59544, 10
775, 59554, 10
78, 59564, 56
780.2, 59620, 10
79, 59630, 39
79.1, 59669, 10
79.7, 59679, 9
790, 59688, 10
795, 59698, 10
7s, 59708, 10
7th, 59718, 10
8, 59728, 540
8.14, 60268, 10
8.15, 60278, 49
8.16, 60327, 10
8.17, 60337, 29
8.18, 60366, 20
8.2, 60386, 9
8.24, 60395, 8
8.25, 60403, 10
8.26, 60413, 9
8.29, 60422, 18
8.3, 60440, 28
8.37, 60468, 9
8.4, 60477, 18
8.5, 60495, 40
8.6, 60535, 56
8.62, 60591, 10
8.7, 60601, 18
8.73, 60619, 10
8.8, 60629, 24
8.9, 60653, 9
80, 60662, 215
80.4, 60877, 10
80.6, 60887, 10
800, 60897, 203
801, 61100, 10
804, 61110, 10
807, 61120, 9
80c2, 61129, 10
80s, 61139, 48
81, 61187, 29
